

==================================
NEW RUN
==================================
polish,pl,(pol+spa_old+nld+ces: 58.14262565808823,bul: 39.79735512307692,),00426979.jpg,9.431130409240723
polish,pl,(pol+spa_old+nld+ces: 60.94598205442177,bul: 33.56374078472223,),00426980.jpg,3.810206174850464
polish,pl,(pol+spa_old+nld+ces: 60.367403342105256,bul: 27.550462657142848,),00426981.jpg,6.44020414352417
polish,pl,(pol+spa_old+nld+ces: 54.972391964102606,bul: 24.58402194021738,),00426982.jpg,6.174715995788574
polish,pl,(pol+spa_old+nld+ces: 62.24514482978722,bul: 27.317496353191494,),00426983.jpg,7.296400547027588
spanish,es,(pol+spa_old+nld+ces: 62.32901330980397,bul: 33.49705312499997,),00437807.jpg,7.361921072006226
spanish,es,(pol+spa_old+nld+ces: 66.34653184349257,bul: 37.62902310445208,),00437810.jpg,13.345136404037476
spanish,es,(pol+spa_old+nld+ces: 77.03406776574809,bul: 43.11711538336719,),00437812.jpg,11.096094369888306
spanish,es,(pol+spa_old+nld+ces: 63.60502656363635,bul: 39.04798473890339,),00437817.jpg,8.667182445526123
spanish,es,(pol+spa_old+nld+ces: 64.95425359792475,bul: 36.77629680592992,),00437818.jpg,15.359795093536377
dutch,nl,(pol+spa_old+nld+ces: 82.53423571276593,bul: 47.510036462365576,),00529524.jpg,2.995896339416504
dutch,es,(pol+spa_old+nld+ces: 63.274365696969696,bul: 44.339397125,),00529525.jpg,2.5434534549713135
dutch,nl,(pol+spa_old+nld+ces: 75.31954651940302,bul: 37.15573700583095,),00529527.jpg,6.694568395614624
dutch,nl,(pol+spa_old+nld+ces: 83.22200363265306,bul: 41.02507361194028,),00529529.jpg,6.157206058502197
dutch,nl,(pol+spa_old+nld+ces: 79.01969650313153,bul: 39.67439411728392,),00529532.jpg,9.27159857749939
czech,cs,(pol+spa_old+nld+ces: 92.96381093269224,bul: 43.46051261136891,),00659043.jpg,11.066601514816284
czech,cs,(pol+spa_old+nld+ces: 91.67067839402982,bul: 46.794388265895954,),00659045.jpg,5.7095396518707275
czech,cs,(pol+spa_old+nld+ces: 92.15814439830505,bul: 44.50332292882562,),00659046.jpg,10.94162631034851
czech,cs,(pol+spa_old+nld+ces: 93.52554729212117,bul: 43.990148722877414,),00659049.jpg,10.725881814956665
czech,cs,(pol+spa_old+nld+ces: 92.32740788590614,bul: 41.91009652759944,),00659052.jpg,10.714354515075684
bulgarian,bg,(bul: 71.31264986915888,pol+spa_old+nld+ces: 54.56618702678572,),00539987.jpg,6.598839282989502
bulgarian,bg,(bul: 67.88987540498447,pol+spa_old+nld+ces: 53.90801202160494,),00539990.jpg,6.630535840988159
bulgarian,bg,(bul: 64.61899616355144,pol+spa_old+nld+ces: 53.83376243678158,),00539991.jpg,8.350075721740723
bulgarian,bg,(bul: 71.43906720412843,pol+spa_old+nld+ces: 56.070029560640755,),00539996.jpg,9.238815784454346
bulgarian,bg,(bul: 66.3752453870246,pol+spa_old+nld+ces: 52.645274504424776,),00539999.jpg,9.104954242706299


==================================
NEW RUN
==================================
polish,pl,(pol: 45.610207727272694,bul: 39.79735512307692,),00426979.jpg,5.5035200119018555
polish,pl,(pol: 48.35568559731543,bul: 33.56374078472223,),00426980.jpg,1.9699299335479736
polish,pl,(pol: 44.017389021621625,bul: 27.550462657142848,),00426981.jpg,3.2114710807800293
polish,pl,(pol: 38.74439525789472,bul: 24.58402194021738,),00426982.jpg,2.7305374145507812
polish,pl,(pol: 50.05403154545456,bul: 27.317496353191494,),00426983.jpg,2.928044080734253


==================================
NEW RUN
==================================
polish,pl,(pol: 45.610207727272694,ces: 44.22063481954888,spa_old: 42.91183984892082,nld: 40.94970525490196,bul: 39.79735512307692,),00426979.jpg,14.515014410018921
polish,pl,(pol: 48.35568559731543,ces: 45.241808631205664,spa_old: 42.45619902962963,nld: 38.101248839694655,bul: 33.56374078472223,),00426980.jpg,5.8243491649627686
polish,pl,(pol: 44.017389021621625,spa_old: 43.75643895348838,ces: 41.23370540414509,nld: 32.992372234636896,bul: 27.550462657142848,),00426981.jpg,9.474169492721558
polish,pl,(spa_old: 46.84988507058823,pol: 38.74439525789472,ces: 32.63242550510205,nld: 31.52035373513514,bul: 24.58402194021738,),00426982.jpg,8.053710460662842
polish,pl,(pol: 50.05403154545456,spa_old: 48.805913702439035,ces: 42.93427393277311,nld: 38.069406481981986,bul: 27.317496353191494,),00426983.jpg,8.852240800857544
polish,pl,(spa_old: 47.62123189573462,pol: 46.917236915322576,ces: 39.03293296218487,nld: 32.08079657142857,bul: 26.25773918260869,),00426984.jpg,8.550567865371704
polish,ro,(pol: 39.5078786511628,nld: 36.23632472151902,spa_old: 35.88837526060607,ces: 29.98230945614034,bul: 24.204452613636374,),00436130.jpg,5.78760552406311
polish,ca,(spa_old: 52.10753166666667,pol: 49.07991089156628,ces: 45.380104435582815,nld: 43.86961349358975,bul: 28.748908089820354,),00436131.jpg,5.578489303588867
polish,pl,(pol: 56.960103975,ces: 51.97536504464288,spa_old: 49.30381760368663,nld: 49.08848501826482,bul: 36.100422235042736,),00436132.jpg,7.551897764205933
polish,pl,(pol: 54.841451,nld: 42.779832964285724,ces: 42.02262036666666,spa_old: 40.714820793103456,bul: 39.53483624137931,),00436133.jpg,6.107428073883057
polish,pl,(pol: 51.30622768217054,spa_old: 48.94754426717557,nld: 42.52172077868851,ces: 41.58599106504063,bul: 32.532105053435124,),00436134.jpg,6.000633478164673
polish,pl,(spa_old: 51.910620637931025,pol: 47.52250812714778,ces: 39.821392314878906,nld: 34.59884648736465,bul: 29.474922061643817,),00436135.jpg,8.113494396209717
polish,pl,(pol: 53.61673723711338,spa_old: 50.294311081632635,ces: 40.152346229681974,nld: 37.97752285144927,bul: 33.05341091608395,),00436238.jpg,7.9085798263549805
polish,pl,(pol: 48.27945353303962,spa_old: 46.27731266517856,ces: 41.26484930357141,nld: 37.80662851327435,bul: 30.516260284482755,),00436239.jpg,7.5234575271606445
polish,pl,(spa_old: 57.08166094193548,pol: 54.828601341216206,nld: 42.70272211619717,ces: 42.50044354391889,bul: 34.91789027631579,),00436240.jpg,8.550207376480103
polish,pl,(pol: 50.65827014590747,spa_old: 50.35296661512027,ces: 41.24149385507247,nld: 40.358312191729325,bul: 30.51308424315067,),00436241.jpg,7.736100196838379
polish,pl,(spa_old: 53.884510979522176,pol: 51.89687946875003,ces: 44.451571863157916,nld: 38.611732156363644,bul: 33.20114958843538,),00436242.jpg,7.816892862319946
polish,pl,(pol: 57.30119523465703,spa_old: 54.15066457195567,ces: 45.56508847841729,nld: 40.36871974230774,bul: 35.12045453472225,),00436243.jpg,7.859400987625122
polish,pl,(pol: 57.77713539647572,spa_old: 56.498596761904786,ces: 47.07295807488985,nld: 41.23626188986781,bul: 33.704805173728815,),00436286.jpg,6.462267637252808
polish,pl,(spa_old: 51.25473498492463,pol: 49.22597063775511,ces: 38.74142780904525,nld: 37.525321936507936,bul: 31.329213266990298,),00436287.jpg,6.55887508392334
polish,pl,(pol: 53.04848659722222,spa_old: 51.06131663265304,ces: 41.38535807317074,nld: 39.07107997833938,bul: 33.25522835785952,),00436288.jpg,7.760896444320679
polish,pl,(pol: 59.228719877256324,spa_old: 58.74831698214288,ces: 47.77533338434164,nld: 40.27333812177124,bul: 35.4347835464286,),00436289.jpg,7.57265305519104
polish,pl,(spa_old: 57.80009265948274,pol: 54.23624744537812,ces: 44.70484738297871,nld: 43.4352292850877,bul: 37.090062553719,),00436290.jpg,6.8905415534973145
polish,pl,(spa_old: 54.95716935106383,pol: 52.3562039,ces: 43.16327552490419,nld: 39.98118001581031,bul: 32.4129953758865,),00436291.jpg,7.743690729141235
polish,pl,(pol: 56.92315252395211,nld: 50.230013877256305,ces: 48.99167129000002,spa_old: 48.36033512380952,bul: 35.43372400000001,),00436526.jpg,10.829057931900024
polish,pl,(pol: 51.821360786729876,spa_old: 46.34893837740385,ces: 45.770430997543,nld: 40.96924272193878,bul: 30.98204855399061,),00436527.jpg,12.006447315216064
polish,pl,(pol: 51.85425076140346,ces: 47.17957898342538,spa_old: 46.80578112987008,nld: 39.027750035225054,bul: 31.16445287773726,),00436528.jpg,15.274330615997314
polish,pl,(pol: 44.91743082616183,spa_old: 39.93651515156795,ces: 36.49479330172414,nld: 33.76246898686683,bul: 27.09616754017094,),00436529.jpg,15.60547661781311
polish,pl,(pol: 39.661006643059466,ces: 34.86844425644914,spa_old: 34.71991728981351,nld: 29.939501403389837,bul: 22.53632553812317,),00436530.jpg,20.526336669921875
polish,pl,(spa_old: 47.435208613207585,pol: 46.36865699999997,ces: 42.95784094565217,nld: 34.10100410416668,bul: 33.591335514851494,),00436531.jpg,8.899885416030884
polish,pl,(pol: 54.93395762529275,ces: 52.801857170316296,spa_old: 51.799887670854226,nld: 47.51898930690536,bul: 41.13138859057069,),00436532.jpg,9.154637336730957
polish,pl,(pol: 61.045976623529434,ces: 58.0365195459057,spa_old: 55.302500453658546,nld: 49.81353012239583,bul: 47.10038084223922,),00436533.jpg,10.162858009338379
polish,pl,(pol: 56.02539390765773,ces: 48.58708015151514,spa_old: 48.07962206235565,nld: 44.483053783251215,bul: 38.48126121800948,),00436534.jpg,11.0850510597229
polish,pl,(pol: 47.96657696124033,ces: 44.535293829268284,spa_old: 42.207895179687476,bul: 40.10070196825396,nld: 31.566914906779658,),00436535.jpg,6.250054359436035
polish,pl,(pol: 62.180941182926844,ces: 52.881380536585375,spa_old: 52.06776580246915,nld: 46.953556410256404,bul: 40.5246333255814,),00436536.jpg,4.473675966262817
polish,pl,(pol: 56.66616969934639,ces: 53.811180368600645,spa_old: 49.96425874315069,nld: 49.205547853571424,bul: 45.30068565131582,),00436537.jpg,13.011753797531128
spanish,es,(spa_old: 50.742336513513536,pol: 47.48799796899227,ces: 43.35232147478996,nld: 43.23250050000001,bul: 33.49705312499997,),00437807.jpg,8.95916485786438
spanish,es,(spa_old: 56.06335160364845,pol: 52.7596252084746,nld: 50.78620434926475,ces: 47.834594194346295,bul: 37.62902310445208,),00437810.jpg,16.74567699432373
spanish,es,(spa_old: 66.73399564774955,pol: 63.9879892465209,nld: 59.51299332921809,ces: 58.019212911340176,bul: 43.11711538336719,),00437812.jpg,14.189351081848145
spanish,es,(spa_old: 49.40633114833757,pol: 47.544880970108714,ces: 43.75416437853106,nld: 39.142917094707535,bul: 39.04798473890339,),00437817.jpg,11.331498622894287
spanish,es,(spa_old: 51.97619296300863,pol: 49.20462220026013,ces: 44.16039522818795,nld: 40.78630634931509,bul: 36.77629680592992,),00437818.jpg,20.206737279891968
spanish,es,(pol: 55.971288545960974,spa_old: 55.90467039095746,nld: 49.795460819718315,ces: 49.525356213675195,bul: 40.11728006818182,),00437820.jpg,11.573137998580933
spanish,es,(spa_old: 62.45429049498999,pol: 59.13621516966069,nld: 56.56076875751078,ces: 52.42953718502205,bul: 38.15030796184742,),00437917.jpg,14.057946681976318
spanish,es,(spa_old: 56.050550532673306,pol: 52.63716896537677,nld: 47.60669608258929,ces: 45.805677019565174,bul: 35.25394352966097,),00437919.jpg,14.056414127349854
spanish,es,(spa_old: 63.293609505071004,pol: 60.52771851837523,nld: 56.747395889610374,ces: 52.77970644612065,bul: 39.31927579069768,),00437920.jpg,13.380112648010254
spanish,es,(spa_old: 62.96378097131931,pol: 60.8065806328125,nld: 57.45839172633741,ces: 57.33811238556707,bul: 41.19420076763481,),00437921.jpg,13.718825817108154
spanish,es,(spa_old: 59.87711871479498,pol: 54.18398003119585,ces: 52.22005935222673,nld: 50.19624675533978,bul: 35.075140437269376,),00437922.jpg,16.514307260513306
spanish,es,(spa_old: 63.35533157678569,pol: 58.972469579037785,nld: 55.480575253759376,ces: 53.492360240740744,bul: 38.044389046762575,),00437923.jpg,15.697834730148315
spanish,es,(spa_old: 52.103344586638826,pol: 48.56359855823296,nld: 45.50011653409092,ces: 44.30339868803419,bul: 35.02708841553398,),00438197.jpg,14.727123022079468
spanish,es,(spa_old: 52.05333221825392,pol: 51.94771695652172,nld: 44.80435864529913,ces: 42.65142811814345,bul: 36.26381134297523,),00438201.jpg,9.363627433776855
spanish,es,(pol: 40.73488721062272,spa_old: 40.153493747386726,ces: 35.79877468379447,nld: 34.229833155769214,bul: 31.99645437956204,),00438202.jpg,19.78702688217163
spanish,es,(pol: 36.80474048154655,spa_old: 34.95211366206901,ces: 34.39715715678771,nld: 33.05545361932942,bul: 25.619861179894205,),00438203.jpg,21.669749975204468
spanish,es,(pol: 49.8718557142857,spa_old: 49.70613187908497,ces: 45.31009551219513,nld: 44.20326499275363,bul: 31.44174345084744,),00438209.jpg,10.691245079040527
spanish,es,(spa_old: 61.31726875667651,pol: 59.73352084866471,ces: 55.67971955987056,nld: 55.2409972375,bul: 40.936569124183016,),00438212.jpg,10.561851024627686
spanish,es,(pol: 43.62663428205127,spa_old: 40.190774833333336,nld: 38.426789652777785,ces: 38.425362345588226,bul: 30.062391123456777,),00438786.jpg,6.89433479309082
spanish,es,(spa_old: 54.470434035461004,pol: 44.01388622368421,nld: 38.45818733076924,ces: 37.003718604477626,bul: 29.058584670967733,),00438788.jpg,6.925092458724976
spanish,es,(pol: 58.627648952380945,spa_old: 57.28036661643835,ces: 51.037980228346434,nld: 49.120997287769775,bul: 39.126480962732884,),00438792.jpg,6.483939170837402
spanish,es,(pol: 52.16364057058823,spa_old: 48.22250271523179,nld: 47.91897962745099,ces: 41.146239409395974,bul: 36.69152940243901,),00438793.jpg,6.0361785888671875
spanish,es,(pol: 50.37433620320856,spa_old: 49.20540661780105,ces: 42.87052034078215,nld: 38.10876570391062,bul: 36.130404522471906,),00438794.jpg,7.1780853271484375
spanish,es,(spa_old: 55.34671715662654,nld: 54.86026065644171,pol: 53.31412885542169,ces: 47.51549947435898,bul: 39.43197102352941,),00438795.jpg,6.634063720703125
spanish,es,(spa_old: 44.94375729032258,pol: 40.60394932085563,nld: 38.34324937430168,ces: 38.25075573480663,bul: 28.022601845714277,),00443364.jpg,6.861610651016235
spanish,es,(pol: 44.98042691484713,spa_old: 44.71263332461872,ces: 39.913352761467884,nld: 38.03580294050341,bul: 34.94158890888889,),00443366.jpg,13.803903579711914
